date,wareki,prefectures,item,count,unit,url
2023-11-01,令和5年11月,宮城,総実労働時間,147.2,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,秋田,総実労働時間,146,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,山形,総実労働時間,155.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,福島,総実労働時間,151.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,茨城,総実労働時間,146.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,栃木,総実労働時間,152.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,群馬,総実労働時間,154.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,埼玉,総実労働時間,140.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,千葉,総実労働時間,139.2,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,東京,総実労働時間,149,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,神奈川,総実労働時間,139.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,新潟,総実労働時間,148.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,富山,総実労働時間,151.6,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,石川,総実労働時間,146.2,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,福井,総実労働時間,150.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,山梨,総実労働時間,145.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,長野,総実労働時間,150,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,岐阜,総実労働時間,148.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,静岡,総実労働時間,151.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,愛知,総実労働時間,149.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,三重,総実労働時間,146.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,滋賀,総実労働時間,143.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,京都,総実労働時間,136.6,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,大阪,総実労働時間,141.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,兵庫,総実労働時間,138.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,奈良,総実労働時間,134.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,和歌山,総実労働時間,150.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,鳥取,総実労働時間,146,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,島根,総実労働時間,146.8,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,岡山,総実労働時間,146.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,広島,総実労働時間,144.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,山口,総実労働時間,144.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,徳島,総実労働時間,149,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,香川,総実労働時間,146.8,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,愛媛,総実労働時間,144.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,高知,総実労働時間,140,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,福岡,総実労働時間,141.6,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,佐賀,総実労働時間,146.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,長崎,総実労働時間,148.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,熊本,総実労働時間,148.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,大分,総実労働時間,148.6,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,宮崎,総実労働時間,147.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,鹿児島,総実労働時間,145.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,沖縄,総実労働時間,141.5,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,全国,所定内労働時間,134,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,北海道,所定内労働時間,130.5,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,青森,所定内労働時間,140.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,岩手,所定内労働時間,138,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,宮城,所定内労働時間,135.6,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,秋田,所定内労働時間,138.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,山形,所定内労働時間,143.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,福島,所定内労働時間,139.2,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,茨城,所定内労働時間,133.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,栃木,所定内労働時間,139.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,群馬,所定内労働時間,139.6,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,埼玉,所定内労働時間,128.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,千葉,所定内労働時間,127.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,東京,所定内労働時間,135.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,神奈川,所定内労働時間,126.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,新潟,所定内労働時間,138.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,富山,所定内労働時間,140.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,石川,所定内労働時間,135.8,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,福井,所定内労働時間,137.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,山梨,所定内労働時間,133.8,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,長野,所定内労働時間,138.6,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,岐阜,所定内労働時間,137.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,静岡,所定内労働時間,138.8,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,愛知,所定内労働時間,135.5,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,三重,所定内労働時間,134.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,滋賀,所定内労働時間,131.8,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,京都,所定内労働時間,125.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,大阪,所定内労働時間,131,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,兵庫,所定内労働時間,127.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,奈良,所定内労働時間,126.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,和歌山,所定内労働時間,134.6,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,鳥取,所定内労働時間,136.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,島根,所定内労働時間,136,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,岡山,所定内労働時間,135.5,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,広島,所定内労働時間,131.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,山口,所定内労働時間,133.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,徳島,所定内労働時間,138.5,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,香川,所定内労働時間,135.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,愛媛,所定内労働時間,133.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,高知,所定内労働時間,132.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,福岡,所定内労働時間,131.8,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,佐賀,所定内労働時間,136,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,長崎,所定内労働時間,136.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,熊本,所定内労働時間,138.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,大分,所定内労働時間,136.5,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,宮崎,所定内労働時間,136.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,鹿児島,所定内労働時間,133.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,沖縄,所定内労働時間,132.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,全国,所定外労働時間,12.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,北海道,所定外労働時間,10.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,青森,所定外労働時間,10.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,岩手,所定外労働時間,11.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,宮城,所定外労働時間,11.6,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,秋田,所定外労働時間,7.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,山形,所定外労働時間,12,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,福島,所定外労働時間,12.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,茨城,所定外労働時間,12.2,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,栃木,所定外労働時間,13,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,群馬,所定外労働時間,14.5,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,埼玉,所定外労働時間,11.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,千葉,所定外労働時間,11.8,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,東京,所定外労働時間,13.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,神奈川,所定外労働時間,12.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,新潟,所定外労働時間,10,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,富山,所定外労働時間,11.2,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,石川,所定外労働時間,10.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,福井,所定外労働時間,12.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,山梨,所定外労働時間,12.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,長野,所定外労働時間,11.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,岐阜,所定外労働時間,11,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,静岡,所定外労働時間,12.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,愛知,所定外労働時間,14.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,三重,所定外労働時間,12,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,滋賀,所定外労働時間,11.6,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,京都,所定外労働時間,11.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,大阪,所定外労働時間,10.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,兵庫,所定外労働時間,10.8,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,奈良,所定外労働時間,7.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,和歌山,所定外労働時間,15.8,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,鳥取,所定外労働時間,9.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,島根,所定外労働時間,10.8,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,岡山,所定外労働時間,11.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,広島,所定外労働時間,13.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,山口,所定外労働時間,10.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,徳島,所定外労働時間,10.5,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,香川,所定外労働時間,11.5,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,愛媛,所定外労働時間,10.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,高知,所定外労働時間,7.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,福岡,所定外労働時間,9.8,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,佐賀,所定外労働時間,10.9,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,長崎,所定外労働時間,11.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,熊本,所定外労働時間,10.3,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,大分,所定外労働時間,12.1,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,宮崎,所定外労働時間,10.7,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,鹿児島,所定外労働時間,11.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,沖縄,所定外労働時間,9.4,（時間）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,全国,出勤日数,18.3,（日）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,北海道,出勤日数,18.5,（日）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,青森,出勤日数,19.6,（日）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
2023-11-01,令和5年11月,岩手,出勤日数,19.1,（日）,https://api.github.com/repos/hidetree/stats/contents/mhlw/0511T2.xlsx
